date,home_sigla,home_team,away_sigla,away_team,home_score,away_score
2014-11-30,RSA,South Africa,CIV,Ivory Coast,2,0
2014-12-21,UZB,Uzbekistan,JOR,Jordan,2,1
2014-12-25,UZB,Uzbekistan,IRQ,Iraq,1,0
2014-12-28,UZB,Uzbekistan,IRQ,Iraq,0,0
2015-01-04,IRN,Iran,IRQ,Iraq,1,0
2015-01-04,KOR,South Korea,KSA,Saudi Arabia,2,0
2015-01-11,TUN,Tunisia,ALG,Algeria,1,1
2015-01-12,JOR,Jordan,IRQ,Iraq,0,1
2015-01-15,QAT,Qatar,IRN,Iran,0,1
2015-01-15,SWE,Sweden,CIV,Ivory Coast,2,0
2015-01-16,IRQ,Iraq,JPN,Japan,0,1
2015-01-17,AUS,Australia,KOR,South Korea,0,1
2015-01-18,TUN,Tunisia,CPV,Cape Verde,1,1
2015-01-18,UZB,Uzbekistan,KSA,Saudi Arabia,3,1
2015-01-19,ALG,Algeria,RSA,South Africa,3,1
2015-01-19,GHA,Ghana,SEN,Senegal,1,2
2015-01-20,JPN,Japan,JOR,Jordan,2,0
2015-01-22,CPV,Cape Verde,COD,DR Congo,0,0
2015-01-22,KOR,South Korea,UZB,Uzbekistan,2,0
2015-01-23,GHA,Ghana,ALG,Algeria,1,0
2015-01-23,IRN,Iran,IRQ,Iraq,3,3
2015-01-23,RSA,South Africa,SEN,Senegal,1,1
2015-01-26,COD,DR Congo,TUN,Tunisia,1,1
2015-01-26,KOR,South Korea,IRQ,Iraq,2,0
2015-01-27,SEN,Senegal,ALG,Algeria,0,2
2015-01-27,RSA,South Africa,GHA,Ghana,1,2
2015-01-31,AUS,Australia,KOR,South Korea,2,1
2015-02-01,CIV,Ivory Coast,ALG,Algeria,3,1
2015-02-04,COD,DR Congo,CIV,Ivory Coast,1,3
2015-02-08,CIV,Ivory Coast,GHA,Ghana,0,0
2015-02-08,USA,United States,PAN,Panama,2,0
2015-03-25,GER,Germany,AUS,Australia,2,2
2015-03-26,FRA,France,BRA,Brazil,1,3
2015-03-26,QAT,Qatar,ALG,Algeria,1,0
2015-03-27,JPN,Japan,TUN,Tunisia,2,0
2015-03-27,KOR,South Korea,UZB,Uzbekistan,1,1
2015-03-28,CRO,Croatia,NOR,Norway,5,1
2015-03-28,GHA,Ghana,SEN,Senegal,1,2
2015-03-28,IRQ,Iraq,COD,DR Congo,2,1
2015-03-28,MAR,Morocco,URU,Uruguay,0,1
2015-03-28,NED,Netherlands,TUR,Turkey,1,1
2015-03-30,KSA,Saudi Arabia,JOR,Jordan,2,1
2015-03-31,ARG,Argentina,ECU,Ecuador,2,1
2015-03-31,AUT,Austria,BIH,Bosnia and Herzegovina,1,1
2015-03-31,IRQ,Iraq,COD,DR Congo,1,0
2015-03-31,JPN,Japan,UZB,Uzbekistan,5,1
2015-03-31,KOR,South Korea,NZL,New Zealand,1,0
2015-03-31,NED,Netherlands,ESP,Spain,2,0
2015-03-31,POR,Portugal,CPV,Cape Verde,0,2
2015-03-31,SWE,Sweden,IRN,Iran,3,1
2015-03-31,SUI,Switzerland,USA,United States,1,1
2015-04-15,USA,United States,MEX,Mexico,2,0
2015-06-03,PAN,Panama,ECU,Ecuador,1,1
2015-06-05,NED,Netherlands,USA,United States,3,4
2015-06-05,SCO,Scotland,QAT,Qatar,1,0
2015-06-06,ECU,Ecuador,PAN,Panama,4,0
2015-06-07,BRA,Brazil,MEX,Mexico,2,0
2015-06-07,FRA,France,BEL,Belgium,3,4
2015-06-08,NOR,Norway,SWE,Sweden,0,0
2015-06-10,GER,Germany,USA,United States,1,2
2015-06-11,JPN,Japan,IRQ,Iraq,4,0
2015-06-11,UZB,Uzbekistan,IRN,Iran,0,1
2015-06-13,ARG,Argentina,PAR,Paraguay,2,2
2015-06-16,ARG,Argentina,URU,Uruguay,1,0
2015-06-17,BRA,Brazil,COL,Colombia,0,1
2015-06-19,MEX,Mexico,ECU,Ecuador,1,2
2015-06-20,URU,Uruguay,PAR,Paraguay,1,1
2015-06-26,ARG,Argentina,COL,Colombia,0,0
2015-06-27,BRA,Brazil,PAR,Paraguay,1,1
2015-06-30,ARG,Argentina,PAR,Paraguay,6,1
2015-07-07,PAN,Panama,HAI,Haiti,1,1
2015-07-10,USA,United States,HAI,Haiti,1,0
2015-07-13,USA,United States,PAN,Panama,1,1
2015-07-22,PAN,Panama,MEX,Mexico,1,2
2015-07-25,USA,United States,PAN,Panama,1,1
2015-08-05,JPN,Japan,KOR,South Korea,1,1
2015-09-03,BEL,Belgium,BIH,Bosnia and Herzegovina,3,1
2015-09-04,POR,Portugal,FRA,France,0,1
2015-09-06,NOR,Norway,CRO,Croatia,2,0
2015-09-06,TUR,Turkey,NED,Netherlands,3,0
2015-09-07,SCO,Scotland,GER,Germany,2,3
2015-09-08,USA,United States,BRA,Brazil,1,4
2015-09-08,ENG,England,SUI,Switzerland,2,0
2015-09-08,MEX,Mexico,ARG,Argentina,2,2
2015-09-08,RSA,South Africa,SEN,Senegal,1,0
2015-09-08,SWE,Sweden,AUT,Austria,1,4
2015-10-03,JOR,Jordan,IRQ,Iraq,3,0
2015-10-08,ARG,Argentina,ECU,Ecuador,0,2
2015-10-08,JOR,Jordan,AUS,Australia,2,0
2015-10-09,MAR,Morocco,CIV,Ivory Coast,0,1
2015-10-10,CZE,Czech Republic,TUR,Turkey,0,2
2015-10-10,USA,United States,MEX,Mexico,2,3
2015-10-13,ALG,Algeria,SEN,Senegal,1,0
2015-10-13,IRN,Iran,JPN,Japan,1,1
2015-10-13,NED,Netherlands,CZE,Czech Republic,2,3
2015-10-13,PAR,Paraguay,ARG,Argentina,0,0
2015-10-13,URU,Uruguay,COL,Colombia,3,0
2015-11-12,ECU,Ecuador,URU,Uruguay,2,1
2015-11-13,ARG,Argentina,BRA,Brazil,1,1
2015-11-13,FRA,France,GER,Germany,2,0
2015-11-13,QAT,Qatar,TUR,Turkey,1,2
2015-11-13,ESP,Spain,ENG,England,2,0
2015-11-17,AUT,Austria,SUI,Switzerland,1,2
2015-11-17,COL,Colombia,ARG,Argentina,0,1
2015-11-17,ENG,England,FRA,France,2,0
2016-01-27,EGY,Egypt,JOR,Jordan,0,1
2016-03-24,CZE,Czech Republic,SCO,Scotland,0,1
2016-03-24,ECU,Ecuador,PAR,Paraguay,2,2
2016-03-24,TUR,Turkey,SWE,Sweden,2,1
2016-03-25,BRA,Brazil,URU,Uruguay,2,2
2016-03-25,CAN,Canada,MEX,Mexico,0,3
2016-03-25,HAI,Haiti,PAN,Panama,0,0
2016-03-25,NED,Netherlands,FRA,France,2,3
2016-03-26,CPV,Cape Verde,MAR,Morocco,0,1
2016-03-26,GER,Germany,ENG,England,2,3
2016-03-29,AUS,Australia,JOR,Jordan,5,1
2016-03-29,AUT,Austria,TUR,Turkey,1,2
2016-03-29,COL,Colombia,ECU,Ecuador,3,1
2016-03-29,ENG,England,NED,Netherlands,1,2
2016-03-29,MEX,Mexico,CAN,Canada,2,0
2016-03-29,MAR,Morocco,CPV,Cape Verde,2,0
2016-03-29,PAN,Panama,HAI,Haiti,1,0
2016-03-29,PAR,Paraguay,BRA,Brazil,2,2
2016-03-29,POR,Portugal,BEL,Belgium,2,1
2016-03-29,SWE,Sweden,CZE,Czech Republic,1,1
2016-03-29,SUI,Switzerland,BIH,Bosnia and Herzegovina,0,2
2016-05-22,ENG,England,TUR,Turkey,2,1
2016-05-27,ENG,England,AUS,Australia,2,1
2016-05-28,MEX,Mexico,PAR,Paraguay,1,0
2016-05-28,SUI,Switzerland,BEL,Belgium,1,2
2016-05-29,BIH,Bosnia and Herzegovina,ESP,Spain,1,3
2016-05-29,POR,Portugal,NOR,Norway,3,0
2016-06-01,ESP,Spain,KOR,South Korea,6,1
2016-06-02,ENG,England,POR,Portugal,1,0
2016-06-03,USA,United States,COL,Colombia,0,2
2016-06-04,AUT,Austria,NED,Netherlands,0,2
2016-06-04,BRA,Brazil,ECU,Ecuador,0,0
2016-06-04,FRA,France,SCO,Scotland,3,0
2016-06-05,BEL,Belgium,NOR,Norway,3,2
2016-06-05,CZE,Czech Republic,KOR,South Korea,1,2
2016-06-05,MEX,Mexico,URU,Uruguay,3,1
2016-06-07,CAN,Canada,UZB,Uzbekistan,2,1
2016-06-07,COL,Colombia,PAR,Paraguay,2,1
2016-06-07,JPN,Japan,BIH,Bosnia and Herzegovina,1,2
2016-06-08,BRA,Brazil,HAI,Haiti,7,1
2016-06-10,ARG,Argentina,PAN,Panama,5,0
2016-06-11,USA,United States,PAR,Paraguay,1,0
2016-06-12,ECU,Ecuador,HAI,Haiti,4,0
2016-06-12,TUR,Turkey,CRO,Croatia,0,1
2016-06-13,ESP,Spain,CZE,Czech Republic,1,0
2016-06-16,USA,United States,ECU,Ecuador,2,1
2016-06-17,CZE,Czech Republic,CRO,Croatia,2,2
2016-06-17,ESP,Spain,TUR,Turkey,3,0
2016-06-18,POR,Portugal,AUT,Austria,0,0
2016-06-19,FRA,France,SUI,Switzerland,0,0
2016-06-21,CRO,Croatia,ESP,Spain,2,1
2016-06-21,CZE,Czech Republic,TUR,Turkey,0,2
2016-06-21,USA,United States,ARG,Argentina,0,4
2016-06-22,SWE,Sweden,BEL,Belgium,0,1
2016-06-25,CRO,Croatia,POR,Portugal,0,1
2016-06-25,USA,United States,COL,Colombia,0,1
2016-07-07,FRA,France,GER,Germany,2,0
2016-07-10,FRA,France,POR,Portugal,0,1
2016-07-24,UZB,Uzbekistan,IRQ,Iraq,2,1
2016-08-08,QAT,Qatar,IRQ,Iraq,2,1
2016-08-18,JOR,Jordan,QAT,Qatar,2,3
2016-09-01,ARG,Argentina,URU,Uruguay,1,0
2016-09-01,AUS,Australia,IRQ,Iraq,2,0
2016-09-01,BEL,Belgium,ESP,Spain,0,2
2016-09-01,ECU,Ecuador,BRA,Brazil,0,3
2016-09-01,IRN,Iran,QAT,Qatar,2,0
2016-09-04,NOR,Norway,GER,Germany,0,3
2016-09-05,CRO,Croatia,TUR,Turkey,1,1
2016-09-06,BRA,Brazil,COL,Colombia,2,1
2016-09-06,IRQ,Iraq,KSA,Saudi Arabia,1,2
2016-09-06,QAT,Qatar,UZB,Uzbekistan,0,1
2016-09-06,RSA,South Africa,EGY,Egypt,1,0
2016-09-06,SWE,Sweden,NED,Netherlands,1,1
2016-09-06,SUI,Switzerland,POR,Portugal,2,0
2016-09-06,URU,Uruguay,PAR,Paraguay,4,0
2016-10-06,JPN,Japan,IRQ,Iraq,2,1
2016-10-06,KOR,South Korea,QAT,Qatar,3,2
2016-10-06,PAR,Paraguay,COL,Colombia,0,1
2016-10-06,KSA,Saudi Arabia,AUS,Australia,2,2
2016-10-06,UZB,Uzbekistan,IRN,Iran,0,1
2016-10-07,BEL,Belgium,BIH,Bosnia and Herzegovina,4,0
2016-10-08,GER,Germany,CZE,Czech Republic,3,0
2016-10-08,MEX,Mexico,NZL,New Zealand,2,1
2016-10-08,SEN,Senegal,CPV,Cape Verde,2,0
2016-10-10,NED,Netherlands,FRA,France,0,1
2016-10-11,ARG,Argentina,PAR,Paraguay,0,1
2016-10-11,AUS,Australia,JPN,Japan,1,1
2016-10-11,COL,Colombia,URU,Uruguay,2,2
2016-10-11,IRN,Iran,KOR,South Korea,1,0
2016-10-11,MEX,Mexico,PAN,Panama,1,0
2016-10-11,MAR,Morocco,CAN,Canada,4,0
2016-10-11,RSA,South Africa,GHA,Ghana,1,1
2016-11-06,JOR,Jordan,IRQ,Iraq,0,0
2016-11-09,NED,Netherlands,BEL,Belgium,1,1
2016-11-10,BRA,Brazil,ARG,Argentina,3,0
2016-11-10,URU,Uruguay,ECU,Ecuador,2,1
2016-11-10,UZB,Uzbekistan,JOR,Jordan,1,0
2016-11-11,CZE,Czech Republic,NOR,Norway,2,1
2016-11-11,ENG,England,SCO,Scotland,3,0
2016-11-11,FRA,France,SWE,Sweden,2,1
2016-11-11,KOR,South Korea,CAN,Canada,2,0
2016-11-11,USA,United States,MEX,Mexico,1,2
2016-11-12,MAR,Morocco,CIV,Ivory Coast,0,0
2016-11-13,EGY,Egypt,GHA,Ghana,2,0
2016-11-15,ARG,Argentina,COL,Colombia,3,0
2016-11-15,ENG,England,ESP,Spain,2,2
2016-11-15,FRA,France,CIV,Ivory Coast,0,0
2016-11-15,JPN,Japan,KSA,Saudi Arabia,2,1
2016-11-15,KOR,South Korea,UZB,Uzbekistan,2,1
2016-11-15,PAN,Panama,MEX,Mexico,0,0
2017-01-08,EGY,Egypt,TUN,Tunisia,1,0
2017-01-08,CIV,Ivory Coast,SWE,Sweden,2,1
2017-01-15,TUN,Tunisia,SEN,Senegal,0,2
2017-01-16,COD,DR Congo,MAR,Morocco,1,0
2017-01-19,ALG,Algeria,TUN,Tunisia,1,2
2017-01-20,CIV,Ivory Coast,COD,DR Congo,2,2
2017-01-23,SEN,Senegal,ALG,Algeria,2,2
2017-01-24,MAR,Morocco,CIV,Ivory Coast,1,0
2017-01-25,EGY,Egypt,GHA,Ghana,1,0
2017-01-26,BRA,Brazil,COL,Colombia,1,0
2017-01-29,COD,DR Congo,GHA,Ghana,1,2
2017-01-29,EGY,Egypt,MAR,Morocco,1,0
2017-03-18,IRN,Iran,IRQ,Iraq,0,1
2017-03-22,GER,Germany,ENG,England,1,0
2017-03-22,SCO,Scotland,CAN,Canada,1,1
2017-03-23,IRQ,Iraq,AUS,Australia,1,1
2017-03-23,PAR,Paraguay,ECU,Ecuador,2,1
2017-03-23,QAT,Qatar,IRN,Iran,0,1
2017-03-23,URU,Uruguay,BRA,Brazil,1,4
2017-03-27,CIV,Ivory Coast,SEN,Senegal,1,1
2017-03-28,BRA,Brazil,PAR,Paraguay,3,0
2017-03-28,ECU,Ecuador,COL,Colombia,0,2
2017-03-28,FRA,France,ESP,Spain,0,2
2017-03-28,MAR,Morocco,TUN,Tunisia,1,0
2017-03-28,PAN,Panama,USA,United States,1,1
2017-03-28,POR,Portugal,SWE,Sweden,2,3
2017-03-28,KSA,Saudi Arabia,IRQ,Iraq,1,0
2017-03-28,UZB,Uzbekistan,QAT,Qatar,1,0
2017-05-28,MEX,Mexico,CRO,Croatia,1,2
2017-05-31,MAR,Morocco,NED,Netherlands,1,2
2017-06-01,IRQ,Iraq,JOR,Jordan,1,0
2017-06-02,FRA,France,PAR,Paraguay,5,0
2017-06-04,NED,Netherlands,CIV,Ivory Coast,5,0
2017-06-05,BEL,Belgium,CZE,Czech Republic,2,1
2017-06-07,IRQ,Iraq,KOR,South Korea,0,0
2017-06-07,ESP,Spain,COL,Colombia,2,2
2017-06-08,AUS,Australia,KSA,Saudi Arabia,3,2
2017-06-09,ARG,Argentina,BRA,Brazil,1,0
2017-06-09,SWE,Sweden,FRA,France,2,1
2017-06-10,NOR,Norway,CZE,Czech Republic,1,1
2017-06-10,SCO,Scotland,ENG,England,2,2
2017-06-11,MEX,Mexico,USA,United States,1,1
2017-06-11,TUN,Tunisia,EGY,Egypt,1,0
2017-06-12,IRN,Iran,UZB,Uzbekistan,2,0
2017-06-13,AUS,Australia,BRA,Brazil,0,4
2017-06-13,CAN,Canada,CUW,Curaçao,2,1
2017-06-13,FRA,France,ENG,England,3,2
2017-06-13,IRQ,Iraq,JPN,Japan,1,1
2017-06-13,NOR,Norway,SWE,Sweden,1,1
2017-06-13,QAT,Qatar,KOR,South Korea,3,2
2017-06-18,POR,Portugal,MEX,Mexico,2,2
2017-06-19,AUS,Australia,GER,Germany,2,3
2017-06-21,MEX,Mexico,NZL,New Zealand,2,1
2017-06-24,NZL,New Zealand,POR,Portugal,0,4
2017-06-29,GER,Germany,MEX,Mexico,4,1
2017-07-01,MEX,Mexico,PAR,Paraguay,2,1
2017-07-01,USA,United States,GHA,Ghana,2,1
2017-07-02,POR,Portugal,MEX,Mexico,2,1
2017-07-08,USA,United States,PAN,Panama,1,1
2017-07-16,CUW,Curaçao,MEX,Mexico,0,2
2017-08-31,BRA,Brazil,ECU,Ecuador,2,0
2017-08-31,FRA,France,NED,Netherlands,4,0
2017-08-31,JPN,Japan,AUS,Australia,2,0
2017-08-31,KOR,South Korea,IRN,Iran,0,0
2017-08-31,URU,Uruguay,ARG,Argentina,0,0
2017-09-01,CPV,Cape Verde,RSA,South Africa,2,1
2017-09-01,CZE,Czech Republic,GER,Germany,1,2
2017-09-01,MEX,Mexico,PAN,Panama,1,0
2017-09-01,TUN,Tunisia,COD,DR Congo,2,1
2017-09-04,GER,Germany,NOR,Norway,6,0
2017-09-05,COL,Colombia,BRA,Brazil,1,1
2017-09-05,COD,DR Congo,TUN,Tunisia,2,2
2017-09-05,PAR,Paraguay,URU,Uruguay,1,2
2017-09-05,KSA,Saudi Arabia,JPN,Japan,1,0
2017-09-05,RSA,South Africa,CPV,Cape Verde,1,2
2017-09-05,TUR,Turkey,CRO,Croatia,1,0
2017-09-05,UZB,Uzbekistan,KOR,South Korea,0,0
2017-10-05,COL,Colombia,PAR,Paraguay,1,2
2017-10-06,JPN,Japan,NZL,New Zealand,2,1
2017-10-06,USA,United States,PAN,Panama,4,0
2017-10-07,BIH,Bosnia and Herzegovina,BEL,Belgium,3,4
2017-10-07,CPV,Cape Verde,SEN,Senegal,0,2
2017-10-10,ECU,Ecuador,ARG,Argentina,1,3
2017-10-10,JPN,Japan,HAI,Haiti,3,3
2017-10-10,KOR,South Korea,MAR,Morocco,1,3
2017-10-10,NED,Netherlands,SWE,Sweden,2,0
2017-10-10,POR,Portugal,SUI,Switzerland,2,0
2017-10-10,QAT,Qatar,CUW,Curaçao,1,2
2017-10-10,KSA,Saudi Arabia,GHA,Ghana,0,3
2017-11-09,IRN,Iran,PAN,Panama,2,1
2017-11-09,SCO,Scotland,NED,Netherlands,0,1
2017-11-10,BEL,Belgium,MEX,Mexico,3,3
2017-11-10,ENG,England,GER,Germany,0,0
2017-11-10,JPN,Japan,BRA,Brazil,1,3
2017-11-10,KOR,South Korea,COL,Colombia,2,1
2017-11-10,POR,Portugal,KSA,Saudi Arabia,3,0
2017-11-10,RSA,South Africa,SEN,Senegal,0,2
2017-11-11,CIV,Ivory Coast,MAR,Morocco,0,2
2017-11-11,QAT,Qatar,CZE,Czech Republic,0,1
2017-11-12,GHA,Ghana,EGY,Egypt,1,1
2017-11-14,AUT,Austria,URU,Uruguay,2,1
2017-11-14,BEL,Belgium,JPN,Japan,1,0
2017-11-14,ENG,England,BRA,Brazil,0,0
2017-11-14,GER,Germany,FRA,France,2,2
2017-11-14,POR,Portugal,USA,United States,1,1
2017-11-14,SEN,Senegal,RSA,South Africa,2,1
2017-12-16,JPN,Japan,KOR,South Korea,1,4
2017-12-26,IRQ,Iraq,QAT,Qatar,2,1
2018-01-28,USA,United States,BIH,Bosnia and Herzegovina,0,0
2018-01-31,MEX,Mexico,BIH,Bosnia and Herzegovina,1,0
2018-02-28,IRQ,Iraq,KSA,Saudi Arabia,4,1
2018-03-21,IRQ,Iraq,QAT,Qatar,2,3
2018-03-23,FRA,France,COL,Colombia,2,3
2018-03-23,GER,Germany,ESP,Spain,1,1
2018-03-23,NED,Netherlands,ENG,England,0,1
2018-03-23,NOR,Norway,AUS,Australia,4,1
2018-03-23,POR,Portugal,EGY,Egypt,2,1
2018-03-23,SEN,Senegal,UZB,Uzbekistan,1,1
2018-03-23,TUN,Tunisia,IRN,Iran,1,0
2018-03-23,URU,Uruguay,CZE,Czech Republic,2,0
2018-03-24,CAN,Canada,NZL,New Zealand,1,0
2018-03-26,POR,Portugal,NED,Netherlands,0,3
2018-03-27,ALG,Algeria,IRN,Iran,1,2
2018-03-27,AUS,Australia,COL,Colombia,0,0
2018-03-27,BEL,Belgium,KSA,Saudi Arabia,4,0
2018-03-27,BIH,Bosnia and Herzegovina,SEN,Senegal,0,0
2018-03-27,GER,Germany,BRA,Brazil,0,1
2018-03-27,MEX,Mexico,CRO,Croatia,0,1
2018-03-27,MAR,Morocco,UZB,Uzbekistan,2,0
2018-03-27,ESP,Spain,ARG,Argentina,6,1
2018-03-27,SUI,Switzerland,PAN,Panama,6,0
2018-03-27,USA,United States,PAR,Paraguay,1,0
2018-05-09,ALG,Algeria,KSA,Saudi Arabia,0,2
2018-05-19,IRN,Iran,UZB,Uzbekistan,1,0
2018-05-28,POR,Portugal,TUN,Tunisia,2,2
2018-05-28,TUR,Turkey,IRN,Iran,2,1
2018-05-29,ARG,Argentina,HAI,Haiti,4,0
2018-05-30,JPN,Japan,GHA,Ghana,0,2
2018-06-01,TUR,Turkey,TUN,Tunisia,2,2
2018-06-01,KOR,South Korea,BIH,Bosnia and Herzegovina,1,3
2018-06-01,CZE,Czech Republic,AUS,Australia,0,4
2018-06-01,ALG,Algeria,CPV,Cape Verde,2,3
2018-06-01,COL,Colombia,EGY,Egypt,0,0
2018-06-02,MEX,Mexico,SCO,Scotland,1,0
2018-06-02,BEL,Belgium,POR,Portugal,0,0
2018-06-02,AUT,Austria,GER,Germany,2,1
2018-06-03,ESP,Spain,SUI,Switzerland,1,1
2018-06-03,CRO,Croatia,BRA,Brazil,0,2
2018-06-06,NOR,Norway,PAN,Panama,1,0
2018-06-06,BEL,Belgium,EGY,Egypt,3,0
2018-06-07,URU,Uruguay,UZB,Uzbekistan,3,0
2018-06-07,POR,Portugal,ALG,Algeria,3,0
2018-06-08,GER,Germany,KSA,Saudi Arabia,2,1
2018-06-08,CRO,Croatia,SEN,Senegal,2,1
2018-06-08,SUI,Switzerland,JPN,Japan,2,0
2018-06-09,TUN,Tunisia,ESP,Spain,0,1
2018-06-09,FRA,France,USA,United States,1,1
2018-06-10,AUT,Austria,BRA,Brazil,0,3
2018-06-11,KOR,South Korea,SEN,Senegal,0,2
2018-06-12,JPN,Japan,PAR,Paraguay,4,2
2018-06-15,EGY,Egypt,URU,Uruguay,0,1
2018-06-15,MAR,Morocco,IRN,Iran,0,1
2018-06-15,POR,Portugal,ESP,Spain,3,3
2018-06-16,FRA,France,AUS,Australia,2,1
2018-06-17,GER,Germany,MEX,Mexico,0,1
2018-06-17,BRA,Brazil,SUI,Switzerland,1,1
2018-06-18,SWE,Sweden,KOR,South Korea,1,0
2018-06-18,BEL,Belgium,PAN,Panama,3,0
2018-06-18,TUN,Tunisia,ENG,England,1,2
2018-06-19,COL,Colombia,JPN,Japan,1,2
2018-06-20,POR,Portugal,MAR,Morocco,1,0
2018-06-20,URU,Uruguay,KSA,Saudi Arabia,1,0
2018-06-20,IRN,Iran,ESP,Spain,0,1
2018-06-21,ARG,Argentina,CRO,Croatia,0,3
2018-06-23,BEL,Belgium,TUN,Tunisia,5,2
2018-06-23,KOR,South Korea,MEX,Mexico,1,2
2018-06-23,GER,Germany,SWE,Sweden,2,1
2018-06-24,ENG,England,PAN,Panama,6,1
2018-06-24,JPN,Japan,SEN,Senegal,2,2
2018-06-25,KSA,Saudi Arabia,EGY,Egypt,2,1
2018-06-25,ESP,Spain,MAR,Morocco,2,2
2018-06-25,IRN,Iran,POR,Portugal,1,1
2018-06-27,KOR,South Korea,GER,Germany,2,0
2018-06-27,MEX,Mexico,SWE,Sweden,0,3
2018-06-28,SEN,Senegal,COL,Colombia,0,1
2018-06-28,PAN,Panama,TUN,Tunisia,1,2
2018-06-28,ENG,England,BEL,Belgium,0,1
2018-06-30,FRA,France,ARG,Argentina,4,3
2018-06-30,URU,Uruguay,POR,Portugal,2,1
2018-07-02,BRA,Brazil,MEX,Mexico,2,0
2018-07-02,BEL,Belgium,JPN,Japan,3,2
2018-07-03,SWE,Sweden,SUI,Switzerland,1,0
2018-07-03,COL,Colombia,ENG,England,1,1
2018-07-06,URU,Uruguay,FRA,France,0,2
2018-07-06,BRA,Brazil,BEL,Belgium,1,2
2018-07-07,SWE,Sweden,ENG,England,0,2
2018-07-10,FRA,France,BEL,Belgium,1,0
2018-07-11,CRO,Croatia,ENG,England,2,1
2018-07-14,BEL,Belgium,ENG,England,2,0
2018-07-15,FRA,France,CRO,Croatia,4,2
2018-09-06,GER,Germany,FRA,France,0,0
2018-09-06,AUT,Austria,SWE,Sweden,2,0
2018-09-06,POR,Portugal,CRO,Croatia,1,1
2018-09-07,MEX,Mexico,URU,Uruguay,1,4
2018-09-07,SCO,Scotland,BEL,Belgium,0,4
2018-09-07,USA,United States,BRA,Brazil,0,2
2018-09-08,ENG,England,ESP,Spain,1,2
2018-09-09,FRA,France,NED,Netherlands,2,1
2018-09-10,SWE,Sweden,TUR,Turkey,2,3
2018-09-11,ESP,Spain,CRO,Croatia,6,0
2018-09-11,BIH,Bosnia and Herzegovina,AUT,Austria,1,0
2018-09-11,COL,Colombia,ARG,Argentina,0,0
2018-09-11,ENG,England,SUI,Switzerland,1,0
2018-09-11,USA,United States,MEX,Mexico,1,0
2018-09-11,UZB,Uzbekistan,IRN,Iran,0,1
2018-10-11,ARG,Argentina,IRQ,Iraq,4,0
2018-10-11,TUR,Turkey,BIH,Bosnia and Herzegovina,0,0
2018-10-11,USA,United States,COL,Colombia,2,4
2018-10-12,BEL,Belgium,SUI,Switzerland,2,1
2018-10-12,CRO,Croatia,ENG,England,0,0
2018-10-12,JPN,Japan,PAN,Panama,3,0
2018-10-12,KOR,South Korea,URU,Uruguay,2,1
2018-10-12,QAT,Qatar,ECU,Ecuador,4,3
2018-10-12,KSA,Saudi Arabia,BRA,Brazil,0,2
2018-10-13,NED,Netherlands,GER,Germany,3,0
2018-10-14,SCO,Scotland,POR,Portugal,1,3
2018-10-15,ESP,Spain,ENG,England,2,3
2018-10-15,CRO,Croatia,JOR,Jordan,2,1
2018-10-15,KSA,Saudi Arabia,IRQ,Iraq,1,1
2018-10-16,FRA,France,GER,Germany,2,1
2018-10-16,BEL,Belgium,NED,Netherlands,1,1
2018-10-16,JPN,Japan,URU,Uruguay,4,3
2018-10-16,KOR,South Korea,PAN,Panama,2,2
2018-10-16,UZB,Uzbekistan,QAT,Qatar,2,0
2018-10-16,ARG,Argentina,BRA,Brazil,0,1
2018-11-14,SUI,Switzerland,QAT,Qatar,0,1
2018-11-15,CRO,Croatia,ESP,Spain,3,2
2018-11-15,AUT,Austria,BIH,Bosnia and Herzegovina,0,0
2018-11-15,ENG,England,USA,United States,3,0
2018-11-16,NED,Netherlands,FRA,France,2,0
2018-11-16,ARG,Argentina,MEX,Mexico,2,0
2018-11-16,BRA,Brazil,URU,Uruguay,1,0
2018-11-16,EGY,Egypt,TUN,Tunisia,3,2
2018-11-17,TUR,Turkey,SWE,Sweden,0,1
2018-11-17,AUS,Australia,KOR,South Korea,1,1
2018-11-18,SUI,Switzerland,BEL,Belgium,5,2
2018-11-18,ENG,England,CRO,Croatia,2,1
2018-11-18,ESP,Spain,BIH,Bosnia and Herzegovina,1,0
2018-11-19,GER,Germany,NED,Netherlands,2,2
2018-11-20,ARG,Argentina,MEX,Mexico,2,0
2018-11-20,FRA,France,URU,Uruguay,1,0
2018-11-20,JOR,Jordan,KSA,Saudi Arabia,1,1
2018-11-20,KOR,South Korea,UZB,Uzbekistan,4,0
2018-11-20,PAN,Panama,ECU,Ecuador,1,2
2018-11-20,RSA,South Africa,PAR,Paraguay,1,1
2018-11-20,TUN,Tunisia,MAR,Morocco,0,1
2018-12-23,QAT,Qatar,JOR,Jordan,2,0
2018-12-27,QAT,Qatar,ALG,Algeria,0,1
2018-12-31,KOR,South Korea,KSA,Saudi Arabia,0,0
2018-12-31,QAT,Qatar,IRN,Iran,1,2
2019-01-06,AUS,Australia,JOR,Jordan,0,1
2019-01-16,IRN,Iran,IRQ,Iraq,0,0
2019-01-17,KSA,Saudi Arabia,QAT,Qatar,0,2
2019-01-17,JPN,Japan,UZB,Uzbekistan,2,1
2019-01-21,AUS,Australia,UZB,Uzbekistan,0,0
2019-01-21,JPN,Japan,KSA,Saudi Arabia,1,0
2019-01-22,QAT,Qatar,IRQ,Iraq,1,0
